,CR1000X,3875,CR1000X.Std.02.00,CPU:NipikaV2.CR1X,54039,Table1,,,,,,,,,,,
TIMESTAMP,BattV_Avg,BP_hPa_Avg,AirTC_Avg,AirTC_Std,RH,T109_C_1_Avg,T109_C_2_Avg,T109_C_3_Avg,WS_ms_Avg,WS_ms_Std,WindDir,WS_ms_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT,DT_W_Avg,TCDT_W_Avg,DBTCDT_W
UTC,Volts,hPa,Deg C,Deg C,%,Deg C,Deg C,Deg C,meters/second,meters/second,degrees,meters/second,Deg,Deg,cm,cm,cm
,Avg,Avg,Avg,Std,Smp,Avg,Avg,Avg,Avg,Std,Smp,WVc,WVc,WVc,Avg,Avg,Smp
2019-01-19 18:15,13.11,888.3143,-0.158,0.109,93.7,0.042,-1.737,-0.364,0.312,0.265,129.3,0.312,121.6,52.33,190.3,190.2,21.82
2019-01-19 18:30,13.22,888.3143,0.089,0.052,92.8,0.042,-1.669,0.234,0.526,0.404,163.5,0.526,171.5,48.33,189.2,189.2,22.57
2019-01-19 18:45,13.31,888.3143,0.16,0.061,94,0.042,-1.615,0.005,0.235,0.2,124.3,0.235,179.9,52.09,188.8,188.9,23.42
2019-01-19 19:00,14.27,888.2986,0.105,0.151,91.7,0.042,-1.55,-0.333,0.378,0.309,191.9,0.378,134.2,45.3,188.2,188.2,23.5
2019-01-19 19:15,14.72,888.0798,0.353,0.049,91.9,0.042,-1.489,-0.693,0.166,0.141,106.9,0.166,123.2,63.67,188.3,188.4,23.67
2019-01-19 19:30,14.72,888.0798,0.296,0.082,90.6,0.042,-1.451,-1.516,0.166,0.146,130.8,0.166,140.6,45.87,188,188.1,23.6
2019-01-19 19:45,14.72,888.0798,0.323,0.061,90.4,0.042,-1.408,-1.72,0.271,0.215,105.3,0.271,133.6,52.66,188.2,188.3,23.87
2019-01-19 20:00,14.72,888.0462,0.889,0.227,86.2,0.042,-1.353,0.205,0.223,0.174,214.4,0.223,189.5,38.43,188,188.3,23.19
2019-01-19 20:15,14.73,887.5768,1.434,0.049,86,0.042,-1.313,1.035,0.257,0.312,143.2,0.257,156.7,67.16,187.8,188.3,23.58
2019-01-19 20:30,14.73,887.5768,1.51,0.067,86.8,0.042,-1.271,0.592,0.169,0.204,136.9,0.169,149.3,59.77,187.8,188.3,23.39
2019-01-19 20:45,14.74,887.5768,1.58,0.124,87.7,0.042,-1.214,0.76,0.252,0.222,234.5,0.252,169.7,55.4,187.8,188.3,23.52
2019-01-19 21:00,14.47,887.5642,1.695,0.14,86.7,0.043,-1.19,0.197,0.503,0.478,113.8,0.503,177.1,57.52,187.8,188.4,23.55
2019-01-19 21:15,14.39,887.3885,1.585,0.076,85.8,0.043,-1.16,0.331,0.864,0.454,175.5,0.864,181,76.87,187.8,188.4,23.5
2019-01-19 21:30,14.41,887.3885,1.583,0.241,89.8,0.043,-1.137,-0.644,0.413,0.315,269.5,0.413,160.3,69.85,187.7,188.2,23.54
2019-01-19 21:45,14.37,887.3885,2.271,0.354,85.9,0.043,-1.069,1.886,0.504,0.502,78.08,0.504,305.4,96.1,187.6,188.4,22.91
2019-01-19 22:00,14.28,887.4291,3.021,0.337,79.33,0.043,-1.013,3.408,0.047,0.102,224.7,0.047,185.8,30.17,187.7,188.7,22.86
2019-01-19 22:15,14.18,887.9984,4.09,0.314,74.4,0.043,-0.945,4.66,0.127,0.177,87.6,0.127,196.6,59.2,187.4,188.8,23.06
2019-01-19 22:30,14.16,887.9984,3.114,0.435,92,0.043,-0.95,1.087,0.067,0.116,202.2,0.067,225.2,47.06,187.6,188.6,23.38
2019-01-19 22:45,14.28,887.9984,1.492,0.252,94.8,0.043,-0.958,-2.455,0.233,0.266,108.6,0.233,154.8,29.29,187.7,188.2,23.61
2019-01-19 23:00,14.22,888.0394,0.889,0.15,95.7,0.043,-0.961,-3.966,0.469,0.385,25.72,0.469,81.3,60.55,187.8,188.1,23.6
2019-01-19 23:15,13.73,888.6132,0.042,0.334,98.6,0.043,-0.976,-5.524,0.263,0.296,155.2,0.263,215.7,75.52,188,188,23.81
2019-01-19 23:30,13.68,888.6132,-0.676,0.125,99.2,0.043,-0.998,-5.336,0.175,0.238,140.7,0.175,100.3,67.5,188.2,188,24.15
2019-01-19 23:45,13.7,888.6132,-0.421,0.163,98.1,0.043,-1.036,-3.52,0.31,0.368,63.13,0.31,107.3,68.86,188.1,187.9,24.11
2019-01-20 0:00,13.54,888.6783,-0.808,0.151,99.3,0.043,-1.087,-5.832,0.209,0.251,35.82,0.209,306.2,76.18,188.4,188.1,23.78
2019-01-20 0:15,13.43,889.5914,-1.036,0.173,99.5,0.043,-1.15,-6.995,0.112,0.185,194.7,0.112,262.9,34.84,188.5,188.1,23.25
2019-01-20 0:30,13.37,889.5914,-1.469,0.245,99.7,0.043,-1.224,-7.537,0.176,0.262,247.9,0.176,176,57.37,188.5,188,23.9
2019-01-20 0:45,13.32,889.5914,-2.399,0.284,99.7,0.044,-1.303,-10.05,0.013,0.043,248.3,0.013,248.5,0,188.7,187.9,23.96
2019-01-20 1:00,13.27,889.6547,-2.938,0.243,99.9,0.044,-1.387,-9.53,0.014,0.031,0.158,0.014,108.5,30.22,188.9,187.9,23.79
2019-01-20 1:15,13.22,890.541,-3.177,0.099,99.9,0.044,-1.476,-9.67,0,0,0.159,0,0,0,189,187.9,23.75
2019-01-20 1:30,13.2,890.541,-3.538,0.167,99.8,0.044,-1.565,-10.35,0,0,0.158,0,0,0,189.3,188.1,23.88
2019-01-20 1:45,13.18,890.541,-3.667,0.138,99.9,0.044,-1.656,-9.33,0,0,0.158,0,0,0,189.3,188,24.17
2019-01-20 2:00,13.15,890.5613,-3.622,0.089,99.4,0.044,-1.746,-7.996,0.148,0.239,297.1,0.148,275,9.07,189.4,188.2,23.96
2019-01-20 2:15,13.11,890.8454,-3.754,0.123,98.3,0.044,-1.829,-9.46,0.01,0.026,212.1,0.01,112.9,28.53,189.4,188.1,23.53
2019-01-20 2:30,13.11,890.8454,-4.534,0.226,98.5,0.044,-1.911,-10.28,0.057,0.133,223.3,0.057,201.8,23.12,189.7,188.1,23.78
2019-01-20 2:45,13.1,890.8454,-4.798,0.151,97.3,0.044,-1.996,-11.86,0.002,0.006,74.16,0.002,73.85,0.016,189.9,188.2,23.4
2019-01-20 3:00,13.08,890.8565,-4.853,0.098,98.2,0.044,-2.083,-12.37,0.012,0.026,321.7,0.012,34.33,33.99,190.2,188.5,23.8
2019-01-20 3:15,13.05,891.0125,-5.402,0.169,97.9,0.045,-2.172,-11.78,0.006,0.018,175.6,0.006,180.3,0.03,190.2,188.3,22
2019-01-20 3:30,13.05,891.0125,-5.532,0.305,97,0.045,-2.26,-11.86,0.092,0.137,275.2,0.092,161.4,51.15,190.6,188.7,24.02
2019-01-20 3:45,13.05,891.0125,-5.741,0.083,97.1,0.045,-2.35,-12.45,0.003,0.011,174,0.003,282.5,0.005,190.3,188.3,23.69
2019-01-20 4:00,13.02,891.0435,-6.155,0.173,98,0.045,-2.439,-11.29,0.092,0.114,63.42,0.092,189.7,54.18,191.2,189,22.65
2019-01-20 4:15,13,891.4787,-6.091,0.131,97.1,0.045,-2.525,-12.3,0,0,63.76,0,0,0,190.8,188.7,22.1
2019-01-20 4:30,13.01,891.4787,-6.5,0.156,96.2,0.045,-2.609,-12.32,0,0,108.3,0,0,0,191.2,188.9,20.88
2019-01-20 4:45,13.01,891.4787,-6.74,0.052,97.1,0.045,-2.692,-11.92,0,0,107.7,0,0,0,191.9,189.5,21.29
2019-01-20 5:00,12.98,891.5059,-6.468,0.105,95.8,0.045,-2.771,-11.17,0.091,0.13,172.8,0.091,104.9,56.02,192.2,189.9,21.38
2019-01-20 5:15,12.96,891.8867,-7.002,0.203,96.2,0.045,-2.847,-11.71,0,0,173.1,0,0,0,191.7,189.3,20.8
2019-01-20 5:30,12.97,891.8867,-7.13,0.088,94.7,0.046,-2.92,-11.75,0,0,173.1,0,0,0,192.3,189.8,20.56
2019-01-20 5:45,12.97,891.8867,-7.152,0.152,95.6,0.046,-2.991,-11.36,0.097,0.144,192,0.097,133.6,47.86,191.6,189.1,20.79
2019-01-20 6:00,12.95,891.8919,-7.266,0.087,95.5,0.046,-3.06,-11.84,0,0,164.9,0,0,0,191.7,189.2,20.03
2019-01-20 6:15,12.93,891.9643,-7.449,0.151,93.5,0.046,-3.125,-12.01,0.048,0.077,167.1,0.048,156.6,27.3,192,189.3,20.31
2019-01-20 6:30,12.94,891.9643,-7.851,0.076,93.7,0.046,-3.19,-11.72,0.026,0.055,168.3,0.026,185.2,5.296,191.9,189.1,23.93
2019-01-20 6:45,12.94,891.9643,-7.954,0.054,94.9,0.046,-3.254,-12.15,0.012,0.039,92.3,0.012,200.8,2.857,190.7,187.9,23.95
2019-01-20 7:00,12.92,891.973,-7.894,0.107,96.5,0.046,-3.317,-12.61,0.011,0.041,199.4,0.011,199.4,0.005,191.4,188.6,23.67
2019-01-20 7:15,12.9,892.0949,-7.571,0.065,95.7,0.046,-3.377,-12.97,0,0,250.8,0,0,0,190.9,188.3,23.11
2019-01-20 7:30,12.91,892.0949,-7.614,0.091,93.9,0.046,-3.437,-12.07,0.07,0.138,289.1,0.07,15.69,23.77,190.7,188,23.75
2019-01-20 7:45,12.91,892.0949,-7.638,0.105,95.4,0.047,-3.495,-11.75,0.062,0.125,66.58,0.062,314.4,46.89,190.5,187.8,24.49
2019-01-20 8:00,12.89,892.1265,-7.543,0.072,94.6,0.047,-3.549,-11.47,0.088,0.128,132.5,0.088,134.5,53.5,190.5,187.8,24.18
2019-01-20 8:15,12.88,892.5678,-7.667,0.091,94.9,0.047,-3.601,-10.34,0.01,0.035,106.4,0.01,239.5,0.847,190.2,187.5,24.58
2019-01-20 8:30,12.89,892.5678,-7.608,0.104,96.3,0.047,-3.646,-10.48,0,0,106,0,0,0,190.2,187.5,23.59
2019-01-20 8:45,12.89,892.5678,-7.628,0.123,96.3,0.047,-3.684,-11.76,0,0,106.1,0,0,0,190.2,187.5,24.12
2019-01-20 9:00,12.87,892.5819,-7.725,0.117,94.1,0.047,-3.722,-11.67,0,0,106.4,0,0,0,190.1,187.4,24.46
2019-01-20 9:15,12.86,892.7786,-7.912,0.099,94.2,0.047,-3.759,-11.07,0,0,106.4,0,0,0,190.1,187.3,24.3
2019-01-20 9:30,12.87,892.7786,-8.17,0.201,93.1,0.047,-3.791,-12.73,0.011,0.03,166.7,0.011,48.08,0.047,190.1,187.2,24.42
2019-01-20 9:45,12.87,892.7786,-8.61,0.078,95.1,0.047,-3.824,-14.9,0.074,0.127,291.8,0.074,38.88,37.39,190.3,187.2,23.99
2019-01-20 10:00,12.85,892.7744,-8.74,0.17,92.4,0.048,-3.868,-14.26,0.136,0.191,90.4,0.136,193.7,61.31,190.4,187.3,24.98
2019-01-20 10:15,12.84,892.7158,-9.39,0.222,93,0.048,-3.916,-15.53,0.045,0.106,122.1,0.045,170.2,11.74,190.7,187.4,24.53
2019-01-20 10:30,12.85,892.7158,-9.96,0.192,92.5,0.048,-3.967,-15.88,0.024,0.051,189.6,0.024,163.2,25.49,190.9,187.3,24.57
2019-01-20 10:45,12.85,892.7158,-10.08,0.127,94.9,0.048,-4.021,-17.03,0.001,0.005,343,0.001,153.6,0,191.1,187.5,24.75
2019-01-20 11:00,12.83,892.6837,-10.18,0.146,93.4,0.048,-4.082,-17.66,0.046,0.091,63.32,0.046,227.7,32.82,190.9,187.3,24.29
2019-01-20 11:15,12.82,892.2328,-10.67,0.177,92.7,0.048,-4.147,-17.83,0,0,63.23,0,0,0,191,187.2,24.82
2019-01-20 11:30,12.83,892.2328,-10.95,0.127,93.1,0.048,-4.214,-18.11,0.037,0.094,87.8,0.037,87.5,0.06,191.2,187.3,24.31
2019-01-20 11:45,12.83,892.2328,-11.18,0.132,91.8,0.049,-4.284,-17.61,0,0,87.7,0,0,0,191.1,187.2,24.71
2019-01-20 12:00,12.81,892.2292,-11.38,0.134,91.6,0.049,-4.354,-17.56,0.02,0.047,4.998,0.02,72.24,4.883,191.2,187.2,24.63
2019-01-20 12:15,12.8,892.178,-11.81,0.199,91.7,0.049,-4.424,-17.89,0.013,0.048,153.8,0.013,87.3,0.005,191.4,187.2,23.33
2019-01-20 12:30,12.81,892.178,-11.97,0.099,92.7,0.049,-4.493,-18.56,0.035,0.092,283,0.035,274.2,3.225,191.4,187.2,24.27
2019-01-20 12:45,12.81,892.178,-11.47,0.261,93.2,0.049,-4.563,-17.49,0.088,0.133,11.72,0.088,26.23,22.33,191.1,187.1,24.32
2019-01-20 13:00,12.8,892.168,-11.67,0.125,92.2,0.049,-4.632,-17.86,0.017,0.035,17,0.017,5.801,5.84,191.3,187.1,24.86
2019-01-20 13:15,12.78,892.0261,-12.21,0.188,91.7,0.049,-4.699,-18.61,0,0,70.67,0,0,0,191.4,187.1,24.44
2019-01-20 13:30,12.8,892.0261,-12.81,0.192,90.3,0.049,-4.766,-18.04,0.034,0.076,155.3,0.034,170.2,8.12,191.7,187.1,24.67
2019-01-20 13:45,12.8,892.0261,-13.33,0.146,90.3,0.05,-4.833,-18.9,0.022,0.054,182.3,0.022,179.7,24.23,192,187.2,24.75
2019-01-20 14:00,12.78,892.0023,-13.63,0.092,92.6,0.05,-4.9,-19.06,0.009,0.021,78.81,0.009,108,20.13,192.1,187.2,24.59
2019-01-20 14:15,12.77,891.6691,-13.49,0.153,90.3,0.05,-4.968,-18.88,0.071,0.108,114.4,0.071,356.8,44.86,191.9,187.1,24.69
2019-01-20 14:30,12.78,891.6691,-13.84,0.082,91,0.05,-5.037,-19.17,0.008,0.023,149.8,0.008,102.2,0,192.1,187.1,24.45
2019-01-20 14:45,12.78,891.6691,-14.14,0.082,90,0.05,-5.105,-20.19,0,0,149.6,0,0,0,192.1,187,25.03
2019-01-20 15:00,12.76,891.6467,-14.43,0.057,90.9,0.05,-5.17,-20.34,0,0,95.1,0,183.1,0,192.2,187.1,24.57
2019-01-20 15:15,12.75,891.3319,-14.28,0.163,89.6,0.05,-5.235,-20.15,0,0,127.1,0,0,0,192.2,187.2,24.64
2019-01-20 15:30,12.76,891.3319,-14.75,0.137,90,0.05,-5.299,-20.53,0,0,127.1,0,0,0,192.4,187.1,24.57
2019-01-20 15:45,12.76,891.3319,-14.93,0.033,90.4,0.051,-5.358,-20.51,0,0,127.2,0,0,0,192.4,187,24.91
2019-01-20 16:00,12.78,891.3137,-14.88,0.204,92.3,0.051,-5.412,-19.81,0.041,0.091,35.94,0.041,42.31,3.358,192.3,187,24.71
2019-01-20 16:15,12.86,891.0599,-14.17,0.081,90,0.051,-5.456,-19.06,0.002,0.006,33.96,0.002,36.09,0,192.1,187.1,24.86
2019-01-20 16:30,13.05,891.0599,-13.98,0.175,91,0.051,-5.49,-18.35,0,0,33.98,0,0,0,192,187,24.72
2019-01-20 16:45,13.44,891.0599,-13.06,0.387,91.2,0.051,-5.517,-17.46,0,0,8.43,0,0,0,191.6,187,24.93
2019-01-20 17:00,14.58,891.0072,-12.13,0.194,90.4,0.051,-5.535,-16.42,0.017,0.04,7.722,0.017,7.696,0.006,191.3,187,24.96
2019-01-20 17:15,14.7,890.2687,-11.39,0.24,90,0.051,-5.541,-15.52,0.006,0.014,7.855,0.006,7.905,0.056,191,187,24.65
2019-01-20 17:30,14.71,890.2687,-10.67,0.261,90,0.051,-5.546,-15.07,0.008,0.028,60.8,0.008,24.49,0,190.9,187.1,24.65
2019-01-20 17:45,14.72,890.2687,-9.44,0.318,90.3,0.051,-5.539,-13.58,0.021,0.032,31.18,0.021,56.56,6.834,190.6,187.3,24.67
2019-01-20 18:00,14.72,890.2261,-8.13,0.46,90.4,0.051,-5.513,-11.17,0.075,0.131,0.04,0.075,7.193,19.59,190,187.2,24.55
2019-01-20 18:15,14.72,889.6288,-6.842,0.318,91.9,0.052,-5.448,-8.33,0.013,0.026,44.49,0.013,37.16,31.26,189.7,187.3,24.24
2019-01-20 18:30,14.73,889.6288,-6.172,0.116,89.6,0.052,-5.397,-7.101,0.305,0.209,319.9,0.305,345.8,38.85,189.7,187.5,24.37
2019-01-20 18:45,14.72,889.6288,-5.546,0.331,88.6,0.052,-5.322,-6.298,0.119,0.163,283.6,0.119,30.6,38.57,189.6,187.7,24.35
2019-01-20 19:00,14.5,889.5807,-4.421,0.494,86.1,0.052,-5.184,-3.673,0.079,0.189,238.2,0.079,330.8,22.1,189.2,187.7,24.15
2019-01-20 19:15,14.34,888.907,-3.623,0.194,85.4,0.052,-5.013,-1.632,0.205,0.158,2.157,0.205,313.3,43.95,188.8,187.6,24.27
2019-01-20 19:30,14.24,888.907,-2.884,0.179,84.2,0.052,-4.883,-1.335,0.146,0.166,72.99,0.146,349.6,31.78,188.5,187.5,24.36
2019-01-20 19:45,14.17,888.907,-2.281,0.084,82.1,0.052,-4.789,-2.397,0.148,0.175,43.07,0.148,58.47,10.43,188.3,187.5,24.35
2019-01-20 20:00,14.16,888.8351,-1.738,0.209,78.7,0.052,-4.612,0.52,0.088,0.188,251.3,0.088,30.57,35.29,188.1,187.5,24.24
2019-01-20 20:15,14.16,887.829,-1.79,0.232,83.7,0.052,-4.504,-1.306,0.152,0.182,48.16,0.152,8.45,38.28,188.2,187.5,24.25
2019-01-20 20:30,14.24,887.829,-1.456,0.142,78.42,0.052,-4.42,-2.732,0,0,48.15,0,0,0,188.2,187.7,23.94
2019-01-20 20:45,14.29,887.829,-1.497,0.152,82,0.052,-4.319,-1.848,0.001,0.002,271.1,0.001,256.2,5.471,188.1,187.5,24.58
2019-01-20 21:00,14.29,887.7339,-1.12,0.326,80.5,0.052,-4.25,-2.179,0,0,271,0,0,0,187.9,187.6,24.14
2019-01-20 21:15,14.32,886.4036,-0.783,0.136,75.35,0.052,-4.166,-2.577,0,0,270.6,0,0,0,187.8,187.6,24.15
2019-01-20 21:30,14.34,886.4036,-0.786,0.186,77.41,0.052,-4.086,-1.558,0,0,264.6,0,0,0,188.2,187.9,23.85
2019-01-20 21:45,14.34,886.4036,-1.065,0.119,78.77,0.052,-4.045,-3.925,0.009,0.034,212.4,0.009,212.4,0,188.1,187.7,23.99
2019-01-20 22:00,14.4,886.3361,-1.479,0.076,84.2,0.052,-4.003,-6.134,0.03,0.071,210,0.03,209.9,0.019,188.1,187.6,24.25
2019-01-20 22:15,14.42,885.3906,-1.674,0.061,84.9,0.052,-3.963,-6.791,0,0,210,0,0,0,188.3,187.8,24.13
2019-01-20 22:30,14.42,885.3906,-1.646,0.076,86.4,0.052,-3.941,-6.765,0,0,210.2,0,0,0,188.2,187.6,23.99
2019-01-20 22:45,14.46,885.3906,-1.943,0.147,90,0.052,-3.935,-7.879,0,0,210.2,0,0,0,188.3,187.6,24.36
2019-01-20 23:00,14.47,885.3516,-2.221,0.088,92,0.052,-3.938,-7.756,0,0,210.2,0,0,0,188.3,187.5,24.42
2019-01-20 23:15,14.48,884.8068,-2.386,0.059,93.4,0.052,-3.951,-7.957,0,0,210.2,0,0,0,188.2,187.4,24.56
2019-01-20 23:30,14.53,884.8068,-2.654,0.078,94.7,0.052,-3.97,-8.28,0,0,210.2,0,0,0,188.4,187.5,24.5
2019-01-20 23:45,14.43,884.8068,-2.98,0.101,96.6,0.052,-3.994,-8.69,0,0,210.2,0,0,0,188.6,187.5,24.19
2019-01-21 0:00,13.92,884.7897,-3.232,0.17,96.8,0.052,-4.021,-8.8,0.005,0.019,240.5,0.005,266.6,9.64,188.7,187.6,24.04
2019-01-21 0:15,13.7,884.5496,-3.866,0.161,97.9,0.052,-4.053,-9.99,0,0,240.5,0,0,0,188.8,187.5,24.19
2019-01-21 0:30,13.61,884.5496,-4.433,0.157,98.7,0.052,-4.088,-10.86,0,0,240.6,0,0,0,189,187.5,24.32
2019-01-21 0:45,13.55,884.5496,-4.587,0.077,98.7,0.052,-4.124,-10.72,0,0,240.8,0,0,0,188.9,187.3,24.68
2019-01-21 1:00,13.47,884.5637,-4.899,0.094,98.8,0.052,-4.16,-11.24,0,0,240.9,0,0,0,189.4,187.7,24.18
2019-01-21 1:15,13.39,884.7621,-5.102,0.049,98.5,0.052,-4.195,-11.23,0.003,0.01,47.28,0.003,47.36,0,189.3,187.5,24.34
2019-01-21 1:30,13.35,884.7621,-5.247,0.04,98.7,0.052,-4.23,-11.05,0,0,47.4,0,0,0,189.3,187.5,23.57
2019-01-21 1:45,13.31,884.7621,-5.582,0.133,97.7,0.052,-4.265,-10.92,0.003,0.013,47.53,0.003,47.66,0,189.4,187.4,24.3
2019-01-21 2:00,13.26,884.7579,-5.803,0.088,98.2,0.052,-4.298,-11.04,0,0,47.21,0,0,0,189.5,187.5,24.53
2019-01-21 2:15,13.2,884.6978,-5.729,0.053,97.7,0.051,-4.328,-10.45,0.048,0.081,16.71,0.048,25.57,6.556,189.5,187.5,24.21
2019-01-21 2:30,13.19,884.6978,-5.763,0.089,97.5,0.051,-4.357,-10.14,0.03,0.083,4.659,0.03,10.67,2.142,189.6,187.6,24.12
2019-01-21 2:45,13.16,884.6978,-5.922,0.075,97.5,0.051,-4.383,-10.33,0.072,0.144,340.8,0.072,6.238,7.268,189.6,187.5,24.65
2019-01-21 3:00,13.13,884.6901,-6.022,0.083,97.7,0.051,-4.406,-10.19,0.059,0.089,290.2,0.059,14.49,23.73,189.6,187.5,24.32
2019-01-21 3:15,13.09,884.5823,-5.823,0.101,97.8,0.051,-4.43,-10.53,0.141,0.172,295.8,0.141,293.1,14.35,189.6,187.5,24.25
2019-01-21 3:30,13.08,884.5823,-5.432,0.062,95.9,0.051,-4.452,-9.95,0.098,0.115,319.6,0.098,327.5,14.17,189.4,187.5,24.29
2019-01-21 3:45,13.07,884.5823,-5.494,0.094,96.1,0.051,-4.473,-10.42,0.133,0.222,297.9,0.133,306.9,17.32,189.7,187.7,23.78
2019-01-21 4:00,13.04,884.5851,-5.525,0.108,95.1,0.051,-4.495,-10.32,0.158,0.118,305.4,0.158,299,9.14,189.6,187.6,23.55
2019-01-21 4:15,13.01,884.6232,-5.61,0.138,95.5,0.051,-4.516,-9.4,0.393,0.201,299.1,0.393,289.8,16.38,189.7,187.7,24.18
2019-01-21 4:30,13.01,884.6232,-5.73,0.205,94.7,0.051,-4.539,-10.45,0.17,0.237,16.12,0.17,321,26.78,189.6,187.6,23.94
2019-01-21 4:45,13.01,884.6232,-6.301,0.061,96.3,0.05,-4.558,-12.28,0.083,0.112,3.05,0.083,301.1,17.73,189.9,187.7,24.41
2019-01-21 5:00,12.98,884.6339,-6.477,0.143,96.4,0.05,-4.582,-12.37,0.042,0.083,335.9,0.042,302,11.02,190.1,187.8,23.29
2019-01-21 5:15,12.96,884.7835,-6.759,0.183,96.2,0.05,-4.611,-13.52,0.036,0.068,304.7,0.036,343.6,10.97,190.1,187.8,24.01
2019-01-21 5:30,12.96,884.7835,-6.921,0.13,95.4,0.05,-4.645,-12.34,0.238,0.238,295.2,0.238,307,23.82,190.2,187.8,23.98
2019-01-21 5:45,12.96,884.7835,-6.665,0.126,95.1,0.05,-4.684,-12.51,0.177,0.232,317,0.177,301.4,12.68,190.3,187.9,24.07
2019-01-21 6:00,12.94,884.8027,-6.95,0.033,94.7,0.05,-4.722,-12.93,0.097,0.092,295.6,0.097,288.4,21.91,190.2,187.8,24.06
2019-01-21 6:15,12.92,885.0715,-7.135,0.039,95.1,0.05,-4.762,-13.84,0.097,0.165,354,0.097,321.2,26.85,190.4,187.9,24.1
2019-01-21 6:30,12.93,885.0715,-7.417,0.15,95.2,0.049,-4.803,-14.89,0.012,0.022,344.6,0.012,309.8,11.39,190.4,187.8,23.87
2019-01-21 6:45,12.92,885.0715,-8.03,0.204,96.9,0.049,-4.849,-15.6,0.008,0.018,14.15,0.008,348,8.96,190.6,187.8,25.01
2019-01-21 7:00,12.9,885.1068,-7.839,0.073,95.5,0.049,-4.899,-14.82,0.086,0.121,353.7,0.086,335,20.75,190.5,187.8,23.96
2019-01-21 7:15,12.88,885.6016,-7.474,0.049,93.7,0.049,-4.951,-12.69,0.287,0.141,15.84,0.287,316.6,21.09,190.4,187.8,23.77
2019-01-21 7:30,12.89,885.6016,-8.28,0.266,94.5,0.049,-4.997,-14.06,0.157,0.174,344.4,0.157,9.81,10.54,190.6,187.7,23.97
2019-01-21 7:45,12.89,885.6016,-8.69,0.147,96,0.049,-5.042,-13.51,0.21,0.233,321.8,0.21,4.634,28.13,190.7,187.7,24.09
2019-01-21 8:00,12.87,885.6385,-8.07,0.162,94.6,0.048,-5.09,-12.34,0.199,0.208,281.8,0.199,309.6,17.87,190.6,187.8,24.3
2019-01-21 8:15,12.86,886.1555,-7.808,0.119,92.8,0.048,-5.136,-11.38,0.282,0.196,297.9,0.282,318.5,34.76,190.5,187.7,24.24
2019-01-21 8:30,12.87,886.1555,-7.674,0.051,92.7,0.048,-5.175,-11.25,0.22,0.154,303.9,0.22,317.6,21.47,190.3,187.6,24.26
2019-01-21 8:45,12.87,886.1555,-7.764,0.115,92.5,0.048,-5.205,-11.63,0.275,0.241,292.1,0.275,309.5,30.97,190.5,187.7,23.82
2019-01-21 9:00,12.85,886.1559,-7.92,0.052,91.9,0.048,-5.233,-11.58,0.354,0.253,334.3,0.354,313.2,22.84,190.5,187.7,24.39
2019-01-21 9:15,12.84,886.1614,-7.948,0.075,90.6,0.048,-5.264,-11,0.64,0.38,238.2,0.64,299.3,28.52,190.3,187.5,24.66
2019-01-21 9:30,12.85,886.1614,-8.25,0.094,90.5,0.047,-5.294,-10.94,0.511,0.286,4.2,0.511,296.7,42.28,190.3,187.4,24.09
2019-01-21 9:45,12.85,886.1614,-8.54,0.074,89,0.047,-5.309,-10.64,1.075,0.47,316.3,1.075,330,48.13,190.2,187.2,25.17
2019-01-21 10:00,12.83,886.225,-8.83,0.115,90,0.047,-5.32,-10.76,0.727,0.4,231.2,0.727,289.2,49.91,190.4,187.2,25.18
2019-01-21 10:15,12.82,887.1151,-9.11,0.098,90.3,0.047,-5.342,-11,0.787,0.405,299.8,0.787,296.3,27.29,190.4,187.2,24.85
2019-01-21 10:30,12.83,887.1151,-9.36,0.086,90.9,0.047,-5.369,-11.63,0.391,0.307,317.9,0.391,285.2,41.5,190.3,187,25.14
2019-01-21 10:45,12.84,887.1151,-9.63,0.095,92.1,0.047,-5.382,-12.48,0.257,0.187,311.4,0.257,307.5,36.34,190.7,187.3,24.59
2019-01-21 11:00,12.82,887.1659,-9.65,0.079,92.3,0.046,-5.384,-11.9,0.521,0.405,275.6,0.521,312.1,69.22,190.4,187,25.24
2019-01-21 11:15,12.81,887.8781,-9.53,0.046,92.6,0.046,-5.393,-11.32,0.43,0.271,262.2,0.43,306.3,46.53,190.1,186.8,25
2019-01-21 11:30,12.82,887.8781,-9.52,0.077,92.4,0.046,-5.398,-11.76,0.453,0.379,315.1,0.453,313.2,29.99,190.1,186.7,24.81
2019-01-21 11:45,12.82,887.8781,-9.52,0.037,92.5,0.046,-5.408,-11.76,0.386,0.363,305,0.386,293.9,30.05,190,186.7,25.13
2019-01-21 12:00,12.8,887.924,-9.41,0.038,92.7,0.046,-5.413,-11.05,0.221,0.253,256.1,0.221,298.4,57.48,190,186.7,25.2
2019-01-21 12:15,12.79,888.5664,-9.27,0.067,91.7,0.045,-5.406,-10.81,0.486,0.275,30.41,0.486,305.9,47.54,189.9,186.7,25.19
2019-01-21 12:30,12.81,888.5664,-9.26,0.079,91.6,0.045,-5.405,-10.96,0.646,0.462,313.6,0.646,289.3,29.33,189.8,186.6,25.23
2019-01-21 12:45,12.81,888.5664,-9.34,0.058,91.7,0.045,-5.41,-11.32,0.075,0.154,298.8,0.075,297.3,24.2,189.9,186.6,25.15
